mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__class_weight,param_estimator__max_depth,param_estimator__min_samples_leaf,param_estimator__n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
3.570969343185425,0.028052330017089844,1.1011894941329956,0.012551426887512207,balanced,5,1,50,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 1, 'estimator__n_estimators': 50}",0.6112506773065366,0.5958175719077867,0.6035341246071617,0.0077165526993749345,16,0.6472033815000492,0.6356673960612691,0.6414353887806592,0.005767992719390046
6.923808813095093,0.0069789886474609375,1.7248990535736084,0.02894902229309082,balanced,5,1,100,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 1, 'estimator__n_estimators': 100}",0.6083027256910883,0.6232565004550934,0.6157796130730908,0.007476887382002528,14,0.6425545307090808,0.6643401327107398,0.6534473317099103,0.01089280100082951
3.4280431270599365,0.0124969482421875,1.1024270057678223,0.0018930435180664062,balanced,5,5,50,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 5, 'estimator__n_estimators': 50}",0.5969791306353049,0.5916948602678779,0.5943369954515914,0.0026421351837135343,17,0.6180675064821826,0.6177041004802364,0.6178858034812095,0.000181703000973088
6.653039455413818,0.0017194747924804688,1.7186319828033447,0.02105712890625,balanced,5,5,100,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 5, 'estimator__n_estimators': 100}",0.6172899821677211,0.6226387393559754,0.6199643607618482,0.0026743785941271137,13,0.643745747886092,0.6532734118790234,0.6485095798825578,0.004763831996465739
3.2810544967651367,0.014829635620117188,1.1063075065612793,0.0035774707794189453,balanced,5,10,50,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 10, 'estimator__n_estimators': 50}",0.5940246846108302,0.5810345237246656,0.5875296041677479,0.006495080443082335,18,0.6117194570135747,0.607916214558664,0.6098178357861193,0.0019016212274553523
6.5318968296051025,0.015196800231933594,1.7705215215682983,0.003545403480529785,balanced,5,10,100,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 5, 'estimator__min_samples_leaf': 10, 'estimator__n_estimators': 100}",0.6179666690238785,0.6093415226396229,0.6136540958317507,0.0043125731921278,15,0.6385060444988006,0.6367942402425161,0.6376501423706583,0.0008559021281422385
13.977392077445984,0.058204054832458496,1.647958517074585,0.007658481597900391,balanced,25,1,50,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 25, 'estimator__min_samples_leaf': 1, 'estimator__n_estimators': 50}",0.7042572048531525,0.6976786693474685,0.7009679371003105,0.0032892677528419956,7,0.9255971917006763,0.9209466982613412,0.9232719449810087,0.002325246719667551
27.719748497009277,0.1523275375366211,2.8595069646835327,0.009707093238830566,balanced,25,1,100,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 25, 'estimator__min_samples_leaf': 1, 'estimator__n_estimators': 100}",0.7106092597692708,0.7096873083997548,0.7101482840845128,0.00046097568475800266,5,0.9302471244732946,0.9332149607652214,0.931731042619258,0.001483918145963381
11.348117470741272,0.14253461360931396,1.6349905729293823,0.001641392707824707,balanced,25,5,50,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 25, 'estimator__min_samples_leaf': 5, 'estimator__n_estimators': 50}",0.708290631980029,0.7129814474699886,0.7106360397250088,0.0023454077449798216,4,0.8071868998281613,0.8189942986285891,0.8130905992283752,0.005903699400213902
22.781317830085754,0.10161983966827393,2.8834511041641235,0.0028897523880004883,balanced,25,5,100,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 25, 'estimator__min_samples_leaf': 5, 'estimator__n_estimators': 100}",0.7177544159240088,0.7187667273311209,0.7182605716275648,0.0005061557035560549,3,0.8174410585200133,0.8235811020365967,0.820511080278305,0.003070021758291741
10.205473899841309,0.054512977600097656,1.7033865451812744,0.06866860389709473,balanced,25,10,50,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 25, 'estimator__min_samples_leaf': 10, 'estimator__n_estimators': 50}",0.6822377279960827,0.6814973993309077,0.6818675636634952,0.00037016433258751924,10,0.7478260869565218,0.7547710607399623,0.7512985738482421,0.00347248689172025
21.417816877365112,0.11655497550964355,2.9651671648025513,0.005843043327331543,balanced,25,10,100,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 25, 'estimator__min_samples_leaf': 10, 'estimator__n_estimators': 100}",0.6958473071611758,0.6945332874083551,0.6951902972847654,0.0006570098764103749,8,0.7619252564378453,0.7640282244515912,0.7629767404447183,0.0010514840068729936
23.380081057548523,0.19121301174163818,2.3275668621063232,0.009860038757324219,balanced,50,1,50,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 50, 'estimator__min_samples_leaf': 1, 'estimator__n_estimators': 50}",0.661249049035203,0.6608761589632234,0.6610626039992131,0.00018644503598980178,12,0.9850839560189789,0.984692568626892,0.9848882623229355,0.0001956936960434419
46.06234085559845,0.4956270456314087,4.177406668663025,0.002158522605895996,balanced,50,1,100,"{'estimator__class_weight': 'balanced', 'estimator__max_depth': 50, 'estimator__min_samples_leaf': 1, 'estimator__n_estimators': 100}",0.6658829224438989,0.6595471724281405,0.6627150474360197,0.003167875007879184,11,0.9857426867367225,0.9868844063842499,0.9863135465604862,0.000570859823763703
